name,city,county,county_median_price,severity_index,beds,operator_name
Angel Touch Memory Care Llc,Cirtus Heights,Sacramento,5400,0.0,6,Angel Touch Memory Care Llc
Family Connect Memory Care Solvang,Solvang,San Luis Obispo,5900,0.0,6,"Family Connect Memory Care, Solvang, Inc."
Atria Hacienda,Palm Desert,Riverside,5200,0.0,266,Wg Hacienda Sh Lp; Atria Management Co Llc
Nikkei Senior Gardens,Arleta,Los Angeles,5800,0.0,106,Nikkei Senior Gardens; Cadence Sl Nikkei Llc
Rowntree Gardens,Stanton,Los Angeles,5800,0.0,280,"California Friends Homes, Inc."
Saratoga Retirement Community,Saratoga,Santa Clara,7500,0.0,418,Odd Fellows Home of Ca; Grand Lodge; Prs Mgmt Inc
Sycamore Canyon Assisted Living and Memory Care,Riverside,Orange,6000,0.0,6,Riverside Health Services Inc
Vineyard Ranch at Temecula,Temecula,Orange,6000,0.0,98,"Triton Temecula, Llc; Northstar Senior Living"
Sunrise of Beverly Hills,Beverly Hills,Los Angeles,5800,0.0,127,Sjv 1 Beverly Hills Opco Llc ; Sunrise Et Al
Villa Monticello Assisted Living,Escondido,San Diego,6200,0.0,29,"Dy Castelar Investments, Llc"
Activcare Orange,Orange,Riverside,5200,0.0,72,"R.a.c. Orange,lp;activcare Living, Inc."
